movie_id,title,genre,release_year,rating,duration_minutes,description,inventory_count,created_at
808,Black Tar Heroin: The Dark End of the Street,Documentary,1978,PG,74,Intuitive content-based budgetary management,39,05/08/2023
809,"Long and Short of It, The",Drama,1966,PG-13,167,Universal systematic complexity,48,12/28/2023
810,Biutiful,Drama,1974,G,142,Customer-focused multi-state Graphic Interface,0,01/29/2022
811,Swedish Auto,Drama|Romance,2003,G,96,Persistent secondary hub,11,02/23/2023
812,Brubaker,Crime|Drama,1966,PG,127,Self-enabling stable frame,44,07/12/2023
813,Houseguest,Comedy,1977,NC-17,77,Synergized next generation solution,16,01/06/2020
814,Ursul,Comedy|Drama,1967,G,133,Re-contextualized contextually-based knowledge user,10,12/22/2024
815,Happiness (Schastye),Comedy|Drama,1958,NC-17,173,Future-proofed holistic support,6,07/15/2021
816,Back Door to Hell,Drama|War,1987,NC-17,102,Balanced eco-centric local area network,23,07/14/2024
817,Fear,Horror|Thriller,1979,R,138,Switchable intermediate strategy,32,12/01/2022
818,Zizek!,Documentary,1975,G,178,Profit-focused secondary migration,20,11/10/2022
819,"Goebbels Experiment, The (Das Goebbels Experiment)",Documentary,1953,R,94,Open-architected asymmetric info-mediaries,9,12/23/2022
820,Commandments,Romance,1998,R,73,Focused transitional success,25,09/06/2024
821,"Devil's Nightmare, The (Plus longue nuit du diable, La)",Fantasy|Horror,1987,NC-17,75,Inverse leading edge info-mediaries,7,08/19/2021
822,Hotel Terminus: The Life and Times of Klaus Barbie (Hôtel Terminus),Documentary,2000,G,112,Cross-platform systematic secured line,32,11/04/2024
823,Panic in Year Zero!,Horror|Sci-Fi|Thriller,2019,R,142,User-friendly transitional hardware,34,02/24/2024
824,16 Acres,Documentary,1959,PG,128,Object-based maximized website,9,10/31/2023
825,"Country Girl, The",Drama,1964,G,103,Versatile incremental throughput,46,12/02/2024
826,"Singer, The (Quand j'étais chanteur)",Drama|Romance,1961,PG,88,Optimized holistic encryption,41,07/14/2022
827,Xingu ,Adventure|Drama,1953,R,168,Balanced zero administration hardware,33,03/15/2022
828,"River, The (Joki)",Drama,1954,PG,71,Grass-roots intangible archive,20,10/21/2023
829,"Great White Hype, The",Comedy,1958,R,173,Profit-focused composite model,30,04/06/2024
830,Sister Helen ,Documentary,1950,R,114,Realigned analyzing moratorium,42,04/03/2024
831,Stagecoach,Action|Drama|Romance|Western,2001,PG-13,127,Intuitive well-modulated framework,8,05/10/2022
832,Dances with Wolves,Adventure|Drama|Western,2006,PG,131,Configurable asymmetric policy,31,03/29/2021
833,I'm Still Here,Comedy|Drama,1962,R,131,Open-architected multimedia paradigm,17,06/24/2022
834,Omega Doom,Sci-Fi,2011,PG,131,Extended bi-directional moratorium,4,11/07/2020
835,Bridesmaids,Comedy,1955,PG,165,Multi-lateral grid-enabled project,35,09/23/2023
836,For the Birds,Animation|Children|Comedy,2010,NC-17,161,Innovative incremental conglomeration,42,01/24/2021
837,Traffic (Trafic),Comedy,1965,R,174,Assimilated non-volatile matrices,44,12/20/2022
838,"Glass Shield, The",Crime|Drama,1967,R,74,Right-sized optimal middleware,39,11/19/2022
839,Broken City,Crime|Drama|Thriller,1989,R,155,Optional uniform policy,40,12/28/2021
840,En på miljonen,(no genres listed),2008,R,112,Adaptive value-added forecast,11,04/17/2023
841,"Tickle in the Heart, A",Documentary,2019,G,151,Business-focused logistical methodology,6,03/14/2022
842,Rapture-Palooza,Comedy|Fantasy,1995,PG-13,125,Stand-alone regional monitoring,32,12/05/2021
843,Black Girl (La noire de...),Drama,1963,PG-13,162,Inverse clear-thinking product,33,01/05/2022
844,"Talent Given Us, The",Comedy|Drama,1977,G,74,Business-focused full-range knowledge base,37,03/10/2022
845,V/H/S,Horror|Thriller,1980,PG-13,74,Open-architected neutral utilisation,16,09/24/2024
846,Clean,Drama,1953,PG-13,136,Up-sized national help-desk,39,10/24/2020
847,Happy Feet,Adventure|Animation|Children|Comedy|IMAX,1976,PG-13,132,Mandatory executive paradigm,45,10/20/2024
848,Avenger ,Thriller,2015,R,155,Organized systemic collaboration,37,05/22/2023
849,"Mob, The",Crime|Drama|Film-Noir,1960,PG-13,76,Multi-tiered leading edge hierarchy,0,03/18/2022
850,Bye-Bye Bin Laden,Animation|Comedy,2005,G,115,Extended secondary array,4,08/03/2024
851,Dead Snow 2: Red vs. Dead ,Action|Comedy|Horror,1981,PG,152,Public-key leading edge policy,0,12/31/2023
852,Shaft's Big Score!,Action|Crime,2003,PG,176,Object-based executive policy,39,12/25/2023
853,Toy Story 3,Adventure|Animation|Children|Comedy|Fantasy|IMAX,2025,PG,95,Profit-focused didactic secured line,47,01/01/2023
854,Arthur,Comedy|Romance,2019,PG,94,Persevering value-added knowledge base,41,11/20/2021
855,Charlie Chan in City in Darkness,Drama|Mystery|Thriller,2003,PG-13,143,Synchronised dynamic concept,43,05/16/2021
856,Human Failure (Menschliches Versagen),Documentary,1982,NC-17,172,Total well-modulated flexibility,9,02/19/2024
857,Dogtooth (Kynodontas),Drama,2006,PG-13,153,Up-sized next generation extranet,7,07/27/2021
858,"Lady and the Reaper, The (Dama y la muerte, La)",Action|Animation|Comedy|Drama|Fantasy,2007,R,165,Re-engineered systematic framework,35,04/04/2024
859,Big Easy Express,Documentary|Musical,1950,PG-13,139,Open-architected dynamic contingency,33,03/13/2021
860,Aftershock,Horror|Thriller,2007,PG-13,121,Quality-focused even-keeled complexity,21,06/26/2023
861,Instructions Not Included (No se Aceptan Devoluciones),Comedy|Drama,1974,R,129,Ameliorated full-range analyzer,26,11/14/2021
862,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai),Comedy|Fantasy|Romance,1985,PG,123,Down-sized optimizing functionalities,7,09/06/2022
863,Little Monsters,Comedy,2021,R,80,Visionary zero defect moderator,8,12/02/2022
864,The Hire: Ticker,Action|Adventure,2025,NC-17,90,Switchable multi-state customer loyalty,6,07/07/2021
865,CQ,Drama,2012,PG,102,Enhanced client-driven structure,33,05/09/2022
866,"Wheeler Dealers, The",Comedy,1995,R,158,Versatile multi-state contingency,10,03/10/2021
867,"Girl, The",Drama|Mystery|Romance,1968,NC-17,133,Cross-platform 3rd generation analyzer,2,08/01/2024
868,Sexual Life,Romance,2007,G,131,Public-key 3rd generation matrix,44,01/05/2020
869,"Misadventures of Margaret, The",Comedy|Romance,2013,PG,164,Decentralized systemic moderator,40,10/01/2024
870,"Other Boleyn Girl, The",Drama|Romance,1976,PG,105,Polarised hybrid internet solution,29,12/27/2020
871,Welcome to Macintosh,Documentary,1969,R,96,Up-sized fault-tolerant function,48,11/04/2024
872,Vessel of Wrath,Drama,1978,R,77,Adaptive global circuit,13,02/09/2025
873,Tokyo Story (Tôkyô monogatari),Drama,1965,G,164,Innovative 3rd generation synergy,35,01/25/2025
874,Front of the Class,Drama,1999,NC-17,80,Ameliorated bi-directional product,18,05/04/2023
875,"Gathering of Old Men, A (Murder on the Bayou)",Drama,1998,G,118,Customizable client-driven throughput,43,11/13/2021
876,Follow That Dream,Comedy|Musical,2017,R,110,Function-based coherent adapter,18,09/22/2024
877,Urusei Yatsura Movie 2: Beautiful Dreamer (Urusei Yatsura 2: Byûtifuru dorîmâ),Animation|Comedy|Fantasy,1968,PG,158,Innovative user-facing data-warehouse,20,02/07/2023
878,Pusher II: With Blood on My Hands,Action|Crime|Drama|Thriller,1994,R,91,Robust even-keeled flexibility,47,04/03/2025
879,Passion,Crime|Drama|Mystery|Thriller,2024,G,156,Mandatory 5th generation initiative,34,04/15/2025
880,Siberia,Comedy,1977,R,174,Seamless system-worthy workforce,14,06/21/2022
881,Andy Hardy's Blonde Trouble,Comedy|Romance,1968,PG-13,134,Distributed demand-driven knowledge base,29,05/26/2020
882,20 Seconds of Joy,Documentary,2019,PG,100,Versatile client-server knowledge user,3,08/14/2020
883,Faithless,Drama,1957,R,124,Persevering dedicated utilisation,15,06/16/2020
884,Off the Charts: The Song-Poem Story,Documentary,1967,PG,179,Public-key static conglomeration,25,09/24/2020
885,"Three Brothers, The (Les trois frères)",Comedy,2013,G,73,Seamless grid-enabled productivity,8,04/06/2023
886,Beatdown,Action|Crime|Thriller,2022,PG-13,113,Phased heuristic help-desk,6,05/02/2021
887,Excalibur,Adventure|Fantasy,1957,R,149,Secured zero defect intranet,44,07/18/2022
888,Chinese Odyssey 2002 (Tian xia wu shuang),Action|Comedy|Romance,1982,R,112,Multi-tiered hybrid website,29,12/05/2024
889,Beyond (Svinalängorna),Drama,1977,NC-17,103,Cross-platform systematic frame,37,11/21/2020
890,A Merry Friggin' Christmas,Comedy,1997,PG,145,Automated zero tolerance open system,20,12/13/2024
891,Small Town of Anara (Qalaqi Anara),Comedy,2013,NC-17,86,Decentralized solution-oriented matrix,31,11/30/2022
892,"Rimini, Rimini: A Year Later",Comedy,2021,NC-17,151,Profit-focused bi-directional intranet,42,02/14/2023
893,"Edge of the World, The",Drama|Romance,1974,PG-13,125,Cloned asynchronous secured line,45,01/30/2022
894,Madeline,Children|Comedy,2014,G,160,Upgradable high-level migration,27,02/08/2023
895,Lawrence of Arabia,Adventure|Drama|War,1996,NC-17,138,Centralized explicit frame,3,04/17/2020
896,"Exterminator, The",Action|Crime|Thriller|War,1983,NC-17,103,De-engineered disintermediate internet solution,8,05/09/2024
897,"Yours, Mine and Ours",Comedy|Romance,2001,NC-17,76,Right-sized optimizing hardware,45,05/15/2024
898,"Good Night, The",Comedy|Drama|Fantasy|Musical|Romance,1964,PG-13,179,Multi-layered hybrid workforce,13,03/05/2020
899,Rio Lobo,Adventure|Romance|War|Western,1980,PG,75,Managed real-time product,17,11/06/2020
900,"Cowboy and the Lady, The",Comedy|Drama|Romance|Western,1971,PG-13,137,Universal object-oriented toolset,31,08/29/2024
901,"I, the Jury",Crime|Drama|Thriller,1994,R,85,Versatile client-server contingency,44,02/24/2023
902,"Life and Adventures of Santa Claus, The",Animation|Children,1975,R,178,Right-sized next generation artificial intelligence,26,05/08/2024
903,Rid of Me,Comedy|Drama|Romance,2024,G,113,Focused 24 hour analyzer,29,05/03/2022
904,Babes in Arms,Comedy|Musical,1971,PG,70,Progressive regional benchmark,31,10/14/2022
905,"Sticky Fingers of Time, The",Sci-Fi,1985,NC-17,98,Expanded foreground orchestration,37,11/11/2020
906,"Hitch Hike (Autostop rosso sangue) (Naked Prey, The)",Adventure|Crime|Drama|Horror|Thriller,1975,NC-17,104,Synergized zero administration knowledge user,37,06/19/2024
907,American Son,Drama|Romance|War,2022,G,131,Re-contextualized leading edge algorithm,13,11/01/2020
908,Holy Guests (Ha-Ushpizin),Drama,2019,PG,149,Reverse-engineered actuating frame,35,11/15/2024
909,"Hi-Lo Country, The",Drama|Romance|Western,1953,PG-13,166,Synergized bifurcated conglomeration,25,04/26/2022
910,Borderline,Crime|Drama|Romance,2019,R,88,Total interactive methodology,15,10/06/2021
911,"Silence, The (Sokout)",Drama,1960,PG-13,126,Face to face neutral migration,24,03/27/2024
912,That Kiljunen Family (Kiljusen herrasväki),Children|Comedy|Musical,1994,R,157,Optional maximized function,22,05/29/2020
913,Brainscan,Comedy|Horror|Sci-Fi|Thriller,2010,R,115,Triple-buffered background benchmark,35,02/14/2021
914,ABC Africa,Documentary,2021,R,148,Persistent intangible algorithm,46,11/07/2024
915,"Winning Season, The",Comedy,1991,PG,121,Monitored non-volatile encryption,44,09/18/2022
916,The Final Girl,Drama,1997,G,109,Realigned mission-critical software,29,02/17/2022
917,"Next Best Thing, The",Comedy|Drama,1956,R,168,Operative actuating neural-net,31,04/30/2024
918,Three (a.k.a. 3),Comedy|Drama|Romance,2005,G,139,De-engineered transitional migration,26,04/29/2020
919,Dragonslayer,Action|Adventure|Fantasy,1988,R,104,Stand-alone composite superstructure,29,06/20/2021
920,Dead Man's Walk,Western,2004,G,151,Mandatory didactic attitude,33,05/14/2022
921,"First $20 Million Is Always the Hardest, The",Comedy,2014,NC-17,157,Re-engineered asynchronous extranet,27,05/07/2023
922,"Mark, The",Drama,1957,PG-13,124,Up-sized foreground matrix,13,12/07/2021
923,The Green,Drama,2003,G,146,Multi-tiered intermediate firmware,25,06/26/2024
924,"Imposter, The",Documentary,1955,G,145,Decentralized fresh-thinking approach,39,04/10/2024
925,Guarding Tess,Comedy|Drama,1964,R,100,Re-contextualized grid-enabled alliance,41,07/01/2023
926,Pusher,Crime|Drama,2025,R,96,Triple-buffered upward-trending approach,26,03/14/2022
927,Home,Drama,1987,PG,108,Diverse full-range emulation,26,09/30/2020
928,Without Limits,Drama,1975,PG,130,Vision-oriented intermediate system engine,12,06/30/2020
929,She,Adventure|Fantasy|Romance,1971,G,97,Enterprise-wide multi-tasking open architecture,47,09/05/2021
930,Le Mans,Action|Adventure,2003,NC-17,129,Ameliorated systemic extranet,27,10/05/2024
931,"Wizard of Oz, The",Adventure|Children|Fantasy|Musical,1980,R,123,Function-based fresh-thinking functionalities,17,12/13/2024
932,Series 7: The Contenders,Action|Drama,1985,R,148,Multi-layered 3rd generation monitoring,2,12/31/2022
933,Fraulein (Das Fräulein) ,Drama,2018,NC-17,149,Versatile discrete superstructure,23,12/19/2024
934,The Snow Woman,Fantasy|Horror,1981,PG-13,159,Progressive empowering moratorium,10,12/05/2023
935,"Keeper of Lost Causes, The (Kvinden i buret)",Crime|Mystery|Thriller,1978,R,166,Multi-layered systematic matrix,19,02/24/2024
936,India Song,Drama|Fantasy|Romance,2001,R,130,Digitized grid-enabled Graphic Interface,0,11/16/2022
937,Swingers,Comedy|Drama,1998,PG,154,User-friendly next generation middleware,32,04/06/2025
938,Breathless,Action|Drama|Romance|Thriller,1977,NC-17,71,Switchable radical productivity,15,01/18/2023
939,Coffee and Cigarettes,Comedy|Drama,2017,G,146,Virtual neutral workforce,27,07/02/2020
940,Spellbound,Documentary,2019,NC-17,81,Cloned modular database,46,05/31/2021
941,I'm King Kong!: The Exploits of Merian C. Cooper ,Documentary,2012,G,93,Face to face heuristic productivity,23,06/06/2023
942,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran),Drama,2006,PG,121,Customizable discrete model,48,07/29/2022
943,The Punisher: Dirty Laundry,Action|Crime|Drama,1988,R,163,Enterprise-wide methodical customer loyalty,4,08/12/2022
944,"County Teacher, The (Venkovský ucitel)",Drama,2001,R,107,Extended analyzing policy,28,01/23/2021
945,Hoodwinked Too! Hood vs. Evil,Animation|Comedy,2014,PG,170,Multi-tiered 5th generation neural-net,21,04/16/2024
946,Johnny Eager,Crime|Drama|Film-Noir|Romance,2021,G,77,Ameliorated hybrid interface,11,09/11/2022
947,Terry Fator: Live from Las Vegas,Comedy,1988,NC-17,72,Ergonomic interactive strategy,43,12/06/2021
948,"Great Rock 'n' Roll Swindle, The",Documentary,2016,NC-17,102,Business-focused dedicated encryption,28,12/19/2020
949,Murder à la Mod,Comedy|Crime|Mystery,2024,PG,170,Robust systemic concept,3,05/13/2023
950,Snoopy Come Home,Animation|Children|Comedy|Musical,1958,G,94,Optimized non-volatile model,44,10/03/2022
951,Show Me,Crime|Drama|Thriller,1997,NC-17,136,Function-based eco-centric flexibility,6,11/19/2020
952,"Fan, The",Drama|Thriller,1999,G,136,Multi-channelled asymmetric migration,15,05/09/2024
953,"Objective, The",Horror|Sci-Fi|Thriller|War,1959,R,130,Synergized static moderator,32,09/14/2024
954,Métisse (Café au Lait),Comedy|Drama,1975,G,75,Fully-configurable executive installation,13,06/29/2023
955,"Milky Way, The (Voie lactée, La)",Comedy|Drama,1978,G,92,Fully-configurable transitional core,18,07/10/2021
956,You'll Find Out,Comedy|Horror|Musical|Mystery|Romance,1990,G,132,Innovative empowering knowledge base,2,10/20/2020
957,Tom Jones,Adventure|Comedy|Romance,2024,NC-17,96,Multi-lateral value-added projection,15,03/17/2020
958,"Great Train Robbery, The",Crime|Western,1953,PG-13,95,Robust web-enabled protocol,19,04/10/2021
959,"Naked Spur, The",Western,1959,G,167,Down-sized 5th generation benchmark,5,12/28/2021
960,Playing with Love (Puppy Love) (Maladolescenza),Drama,2006,NC-17,107,Stand-alone full-range methodology,10,03/02/2021
961,Sweet Home,Horror,2015,PG,139,Synergized system-worthy access,49,09/17/2020
962,Aquamarine,Children|Comedy|Fantasy,1963,PG,145,Customizable explicit utilisation,40,02/24/2025
963,You'll Find Out,Comedy|Horror|Musical|Mystery|Romance,1991,PG,151,Versatile foreground structure,50,06/15/2021
964,This Is the End,Action|Comedy,2020,PG-13,99,Progressive discrete migration,43,09/08/2023
965,Sylvia Scarlett,Comedy|Drama|Romance,1962,NC-17,152,Horizontal dynamic budgetary management,8,08/23/2021
966,"Living Dead Girl, The (Morte Vivante, La)",Horror,1963,PG,84,Networked dedicated ability,16,04/07/2025
967,"Ciao, Professore! (Io speriamo che me la cavo)",Drama,1956,PG,102,Multi-lateral zero defect portal,46,11/08/2024
968,Girl of Finland (Lapualaismorsian),Drama,1990,R,147,Stand-alone demand-driven conglomeration,25,12/03/2022
969,Dean Spanley,Comedy|Drama,1990,R,153,Quality-focused methodical conglomeration,9,05/15/2020
970,"Girl from the Naked Eye, The",Action|Romance|Thriller,1962,PG-13,119,Persevering zero defect throughput,27,01/22/2025
971,"List of Adrian Messenger, The",Crime|Drama|Mystery,1964,PG-13,76,Innovative dynamic hardware,48,01/22/2020
972,Lure of the Sila,Drama,2019,G,151,Multi-tiered secondary matrices,18,09/19/2024
973,Wirey Spindell,Comedy,1965,R,75,Proactive human-resource knowledge user,44,06/15/2023
974,Dominion Tank Police (Dominion),Action|Animation|Comedy|Sci-Fi,2009,G,171,Down-sized tangible methodology,12,09/09/2021
975,My Bloody Valentine 3-D,Horror|Thriller,1970,PG,95,Multi-layered optimal support,6,04/09/2022
976,"America, America",Drama,2024,G,127,Profound grid-enabled budgetary management,7,01/11/2024
977,Charm School (Niñas mal),Comedy,1950,PG,154,Re-engineered secondary process improvement,45,02/29/2024
978,Rasen,Drama|Fantasy|Horror|Mystery|Thriller,2006,PG,129,Open-source clear-thinking hierarchy,20,05/03/2022
979,Wild Wild West,Action|Comedy|Sci-Fi|Western,1955,G,94,Optimized leading edge capability,8,10/24/2023
980,"Business of Being Born, The",Documentary,1984,NC-17,85,Total disintermediate data-warehouse,8,10/18/2023
981,Squirm,Horror|Romance,1971,PG-13,89,Visionary tangible framework,20,10/09/2021
982,My Favorite Season,Drama,2014,R,98,Future-proofed even-keeled service-desk,46,10/03/2024
983,"Jane Austen Book Club, The",Drama|Romance,2023,PG,177,Cross-group directional matrix,12,10/16/2024
984,Brother Bear 2,Adventure|Animation|Children|Comedy|Fantasy,2022,PG,85,Fundamental multi-tasking extranet,17,10/04/2022
985,The Photographer,Drama,1997,R,122,Organic asymmetric knowledge base,20,10/12/2020
986,Brightness (Yeelen),Fantasy,2021,PG-13,160,Versatile intermediate workforce,22,04/12/2021
987,"Boy Called Hate, A",Drama,1966,G,122,Polarised heuristic pricing structure,44,05/11/2022
988,Tarzan,Adventure|Animation|Children|Drama,1968,PG,143,Distributed 3rd generation portal,31,01/01/2021
989,"Look of Silence, The",Documentary,1951,R,74,Grass-roots radical success,3,04/25/2025
990,Hava Nagila: The Movie,Comedy|Documentary|Musical,1986,G,92,Organized even-keeled secured line,33,10/15/2023
991,Page Eight,Drama|Thriller,1972,NC-17,139,Public-key client-server encoding,20,07/14/2023
992,Hôtel des Invalides,Documentary,2007,PG-13,165,Customizable discrete analyzer,5,01/17/2020
993,"Blue Lagoon, The",Adventure|Drama|Romance,1988,R,167,Pre-emptive disintermediate customer loyalty,20,07/01/2023
994,The Mountain of the Cannibal God,Adventure|Horror,2018,G,88,Public-key needs-based portal,2,04/09/2020
995,Tennessee Johnson,Drama,1971,PG-13,86,Customizable real-time core,4,02/16/2024
996,Eastwood on Eastwood,Documentary,1977,NC-17,168,Profound demand-driven orchestration,4,03/23/2020
997,"Other Man, The",Drama,1968,PG-13,70,Ameliorated impactful emulation,18,01/24/2023
998,Grateful Dead,Documentary,1976,NC-17,127,Re-engineered stable emulation,24,08/02/2022
999,Blackjack,Action|Thriller,2000,NC-17,134,Polarised stable core,3,05/04/2023
1000,Hallam Foe (Mister Foe),Drama|Romance,1983,PG-13,136,Quality-focused maximized Graphical User Interface,43,03/18/2022
